match_id,start_time,win,hero_id,account_id,leaguename,kills,deaths,assists,gold,last_hits,denies,gold_per_min,xp_per_min,gold_spent,hero_damage,tower_damage,hero_healing,level,stuns,obs_placed,sen_placed,creeps_stacked,camps_stacked,rune_pickups,lane,lane_role,is_roaming,firstblood_claimed,teamfight_participation,towers_killed,roshans_killed
4144067469,1538256202,true,75,93473848,World Electronic Sports Games 2018-2019,2,4,18,1835,22,1,276,351,11940,11688,299,0,19,0,20,26,0,0,6,1,1,,0,0.645161,0,0
4144067469,1538256202,true,7,145065875,World Electronic Sports Games 2018-2019,5,3,22,1854,89,3,338,493,15350,17742,465,100,23,92.9785,1,0,0,0,1,3,3,,0,0.870968,1,0
4146208158,1538362894,false,119,107158656,World Electronic Sports Games 2018-2019,3,11,10,1542,18,0,220,332,4750,11615,0,240,16,76.969,4,1,2,1,3,1,3,,0,0.65,0,0
4146208158,1538362894,false,96,208162986,World Electronic Sports Games 2018-2019,4,7,6,370,122,5,304,346,9090,9436,36,0,16,22.6127,0,0,3,1,4,1,3,,0,0.5,0,0
4146208158,1538362894,false,112,167072778,World Electronic Sports Games 2018-2019,3,6,13,101,69,0,333,413,11280,12910,0,124,18,31.2114,12,14,0,0,2,3,1,,0,0.8,0,0
4146208158,1538362894,false,109,129748056,World Electronic Sports Games 2018-2019,3,7,9,357,328,2,537,484,16110,18901,1429,0,20,0,0,0,5,3,3,2,2,true,0,0.6,2,0
4146208158,1538362894,false,92,194673410,World Electronic Sports Games 2018-2019,7,5,10,2002,176,5,436,521,11975,19545,2409,0,20,47.6344,0,1,0,0,3,2,2,,0,0.85,1,0
4146208158,1538362894,true,74,137193239,World Electronic Sports Games 2018-2019,11,2,15,2603,268,21,693,833,23595,26247,2151,0,25,61.275,0,0,0,0,4,2,2,,0,0.742857,2,1
4146208158,1538362894,true,36,139937922,World Electronic Sports Games 2018-2019,10,3,14,3929,205,17,537,629,14715,23637,3075,4234,22,11.7057,1,0,0,0,4,3,3,,1,0.685714,3,0
4146208158,1538362894,true,114,107803494,World Electronic Sports Games 2018-2019,9,5,13,1541,237,26,561,576,18900,24093,1745,0,21,44.7881,1,0,0,0,2,1,1,,0,0.628571,0,0
4146208158,1538362894,true,75,143693439,World Electronic Sports Games 2018-2019,2,6,16,1849,37,5,281,352,8110,9505,446,800,16,0,12,14,1,1,4,1,1,,0,0.514286,0,1
4146208158,1538362894,true,7,182331313,World Electronic Sports Games 2018-2019,3,4,19,1335,60,0,335,508,10515,10216,251,0,20,68.6694,2,2,3,1,13,3,3,,0,0.628571,0,0
4146219158,1538363535,false,17,202217968,World Electronic Sports Games 2018-2019,11,6,18,2005,605,12,651,719,35660,76042,241,76,25,101.207,0,0,0,0,28,2,2,,0,0.878788,0,1
4146219158,1538363535,false,27,197849259,World Electronic Sports Games 2018-2019,4,16,13,1804,176,7,330,488,14980,32913,2199,408,25,125.769,2,10,1,1,5,3,3,,0,0.515152,1,1
4146219158,1538363535,false,31,168829831,World Electronic Sports Games 2018-2019,4,5,11,3208,44,0,299,385,15845,18806,0,1034,24,0,28,48,0,0,4,1,1,,0,0.424242,0,0
4146219158,1538363535,false,19,103940975,World Electronic Sports Games 2018-2019,7,12,16,2601,401,23,525,606,23770,37042,1616,0,25,66.1786,0,0,2,1,6,3,3,,0,0.69697,1,0
4146219158,1538363535,false,77,110837826,World Electronic Sports Games 2018-2019,7,5,15,5432,380,7,492,597,24065,26638,6585,0,25,11.4962,0,0,0,0,3,1,1,,0,0.666667,4,0
4146219158,1538363535,true,63,313744564,World Electronic Sports Games 2018-2019,13,5,20,2351,552,17,687,779,42055,56102,5986,0,25,0,0,0,0,0,16,3,1,,0,0.804878,3,1
4146219158,1538363535,true,96,135656964,World Electronic Sports Games 2018-2019,6,4,29,4285,370,11,484,599,27960,26925,3191,0,25,70.6608,0,0,0,0,7,1,3,,1,0.829268,3,0
4146219158,1538363535,true,103,278006984,World Electronic Sports Games 2018-2019,2,6,25,2929,128,2,317,428,15735,22190,103,6120,25,57.8148,1,3,11,4,8,3,1,true,0,0.658537,0,0
4146219158,1538363535,true,52,216067541,World Electronic Sports Games 2018-2019,14,6,21,13403,773,9,869,694,43230,51144,7617,0,25,35.0287,0,0,24,8,9,2,2,,0,0.853659,4,1
4146219158,1538363535,true,79,131766964,World Electronic Sports Games 2018-2019,6,13,17,1914,76,1,286,469,16060,8904,256,0,25,21.9554,29,27,3,1,6,1,3,,0,0.560976,0,1
4146226499,1538363869,false,22,230617400,World Electronic Sports Games 2018-2019,4,7,7,840,152,13,336,404,10295,20561,0,108,18,4.87211,0,0,0,0,2,2,2,,0,0.846154,0,0
4146226499,1538363869,false,12,181092754,World Electronic Sports Games 2018-2019,2,2,6,2674,366,0,580,619,19510,9224,677,0,23,0,0,0,0,0,1,1,1,,0,0.615385,0,0
4146226499,1538363869,false,79,141010367,World Electronic Sports Games 2018-2019,2,5,8,149,15,3,176,238,6925,5894,52,480,14,30.2959,13,15,0,0,2,1,1,,0,0.769231,0,0
4146226499,1538363869,false,58,198455581,World Electronic Sports Games 2018-2019,2,5,6,900,201,9,398,447,14320,8966,535,160,19,0.633203,0,0,2,1,4,3,3,,0,0.538462,2,0
4146226499,1538363869,false,7,394879200,World Electronic Sports Games 2018-2019,2,3,8,72,74,3,242,371,9330,8515,0,0,17,60.1177,4,4,0,0,9,2,2,,0,0.769231,0,0
4146226499,1538363869,true,109,152083285,World Electronic Sports Games 2018-2019,6,1,8,4253,491,15,769,618,26740,10133,9912,0,23,0,0,0,0,0,2,3,1,,1,0.636364,5,1
4146226499,1538363869,true,2,136273116,World Electronic Sports Games 2018-2019,4,2,7,2262,198,1,412,484,13680,8093,445,0,20,0,0,0,0,0,4,1,3,,0,0.5,1,0
